74,3.7599999999998746e-05
32,1.3999999999986246e-05
15,4.699999999996374e-06
10,3.4000000000145025e-06
12,5.2999999999858716e-06
41,2.389999999999337e-05
20,4.799999999999249e-06
74,2.0099999999995122e-05
96,2.8299999999981118e-05
52,1.3700000000005375e-05
78,2.0200000000025753e-05
48,1.2700000000004374e-05
48,1.1799999999978494e-05
49,1.1000000000011001e-05
37,8.399999999991747e-06
33,7.5999999999964984e-06
99,2.26000000000115e-05
7,2.2999999999828713e-06
66,1.4700000000006375e-05
13,3.6999999999953737e-06
19,4.699999999996374e-06
54,1.1999999999984245e-05
44,9.80000000000425e-06
99,2.2199999999999998e-05
41,9.200000000014752e-06
65,1.4299999999994872e-05
2,1.3000000000096268e-06
57,1.2600000000001499e-05
11,3.6999999999953737e-06
90,2.349999999998187e-05
29,8.000000000008e-06
28,7.5999999999964984e-06
43,1.1199999999988997e-05
14,4.300000000012627e-06
58,1.5399999999998748e-05
22,6.300000000014627e-06
36,9.700000000001374e-06
22,6.199999999983996e-06
57,1.5000000000015001e-05
10,3.399999999986747e-06
12,3.800000000026005e-06
51,1.3299999999993872e-05
10,3.2999999999838714e-06
13,4.000000000004e-06
17,5.0000000000050004e-06
17,5.0999999999801204e-06
32,8.599999999997499e-06
2,1.500000000015378e-06
52,1.3799999999980495e-05
49,1.2999999999985246e-05
56,1.4999999999987246e-05
56,1.4900000000012126e-05
12,3.7999999999982492e-06
58,1.5299999999995872e-05
94,2.5299999999978118e-05
5,2.1000000000048757e-06
34,9.199999999986996e-06
47,1.2499999999998623e-05
3,2.6000000000192536e-06
66,1.709999999999212e-05
50,1.3200000000018752e-05
52,1.3600000000002499e-05
37,9.999999999982245e-06
6,2.4000000000135024e-06
93,2.4999999999997247e-05
68,1.7999999999990246e-05
54,1.4399999999997748e-05
75,1.9500000000005624e-05
28,7.80000000000225e-06
20,5.699999999997374e-06
40,1.1600000000000499e-05
43,1.2300000000020628e-05
15,5.0999999999801204e-06
1,1.2999999999818712e-06
26,7.900000000005125e-06
73,2.0799999999987495e-05
94,2.7399999999982994e-05
38,1.1099999999986121e-05
54,1.5399999999998748e-05
57,1.6299999999996873e-05
18,5.699999999997374e-06
28,8.199999999985996e-06
54,1.5700000000007375e-05
23,7.000000000007001e-06
43,1.2300000000020628e-05
20,6.200000000011752e-06
43,1.2300000000020628e-05
32,9.599999999998499e-06
78,2.240000000000575e-05
75,2.140000000000475e-05
41,1.1999999999984245e-05
47,1.3300000000021628e-05
24,7.399999999990747e-06
37,1.0700000000002374e-05
73,2.0900000000018126e-05
69,1.9599999999980744e-05
89,2.569999999998962e-05
41,1.2000000000012001e-05
73,2.0700000000012375e-05
35,1.0399999999993748e-05
